"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2019年7月30日","7,952.5","7,927.6","7,983.1","7,923.4","145.34M","-0.46%"
"2019年7月29日","7,989.1","8,010.1","8,010.1","7,940.0","166.74M","-0.35%"
"2019年7月26日","8,017.0","7,992.1","8,027.2","7,986.7","166.61M","1.10%"
"2019年7月25日","7,929.9","7,979.1","7,984.0","7,921.2","176.53M","-1.01%"
"2019年7月24日","8,010.6","7,928.8","8,010.8","7,927.0","169.25M","0.70%"
"2019年7月23日","7,954.6","7,946.1","7,955.1","7,895.0","138.29M","0.63%"
"2019年7月22日","7,905.1","7,862.4","7,918.5","7,862.3","149.00M","0.90%"
"2019年7月19日","7,834.9","7,944.9","7,950.2","7,832.4","177.80M","-0.88%"
"2019年7月18日","7,904.1","7,850.1","7,912.3","7,827.5","156.44M","0.19%"
"2019年7月17日","7,888.8","7,927.9","7,941.1","7,888.0","144.40M","-0.48%"
"2019年7月16日","7,927.1","7,958.4","7,965.8","7,904.9","139.65M","-0.50%"
"2019年7月15日","7,966.9","7,961.1","7,969.8","7,940.5","149.41M","0.30%"
"2019年7月12日","7,943.2","7,908.6","7,944.1","7,900.4","178.33M","0.59%"
"2019年7月11日","7,896.8","7,918.6","7,934.6","7,873.2","149.72M","-0.08%"
"2019年7月10日","7,903.4","7,869.7","7,923.9","7,858.7","165.08M","0.98%"
"2019年7月9日","7,826.9","7,748.3","7,833.9","7,748.2","146.88M","0.53%"
"2019年7月8日","7,785.8","7,790.5","7,792.2","7,756.1","143.85M","-0.71%"
"2019年7月5日","7,841.3","7,806.1","7,854.7","7,774.6","125.48M","-0.79%"
"2019年7月4日","7,904.0","7,890.3","7,908.1","7,881.3","-","0.59%"
"2019年7月3日","7,857.7","7,819.1","7,857.7","7,811.3","111.14M","0.74%"
"2019年7月2日","7,799.8","7,763.0","7,800.5","7,746.0","139.65M","0.41%"
"2019年7月1日","7,768.1","7,816.6","7,820.8","7,735.7","182.63M","1.27%"
"2019年6月28日","7,671.1","7,674.5","7,682.3","7,639.4","318.50M","0.18%"
"2019年6月27日","7,657.0","7,656.7","7,673.0","7,636.7","150.21M","0.39%"
"2019年6月26日","7,627.0","7,642.9","7,688.6","7,616.9","192.60M","0.47%"
"2019年6月25日","7,591.5","7,720.9","7,723.0","7,584.2","173.04M","-1.70%"
"2019年6月24日","7,723.0","7,737.0","7,746.7","7,720.8","153.06M","-0.07%"
"2019年6月21日","7,728.8","7,719.4","7,772.5","7,708.2","385.16M","-0.12%"
"2019年6月20日","7,738.1","7,770.2","7,770.6","7,681.4","170.38M","0.92%"
"2019年6月19日","7,667.7","7,652.5","7,681.6","7,606.3","166.28M","0.42%"
"2019年6月18日","7,635.4","7,606.6","7,689.1","7,595.6","197.02M","1.45%"
"2019年6月17日","7,526.5","7,500.3","7,547.0","7,492.2","147.03M","0.63%"
"2019年6月14日","7,479.1","7,476.5","7,500.7","7,454.9","152.29M","-0.42%"
"2019年6月13日","7,510.7","7,500.9","7,530.9","7,487.1","140.05M","0.51%"
"2019年6月12日","7,472.3","7,493.5","7,507.5","7,459.2","141.90M","-0.55%"
"2019年6月11日","7,513.9","7,584.8","7,595.6","7,490.0","162.20M","0.16%"
"2019年6月10日","7,501.9","7,472.6","7,573.0","7,468.2","176.90M","1.14%"
"2019年6月7日","7,417.3","7,315.3","7,446.0","7,309.0","176.53M","1.94%"
"2019年6月6日","7,275.9","7,229.9","7,293.2","7,201.6","172.72M","0.76%"
"2019年6月5日","7,220.9","7,230.8","7,235.2","7,146.4","181.76M","0.76%"
"2019年6月4日","7,166.8","7,056.2","7,169.8","7,023.1","217.17M","2.70%"
"2019年6月3日","6,978.0","7,110.3","7,126.4","6,936.7","245.98M","-2.10%"
"2019年5月31日","7,128.0","7,148.7","7,183.2","7,126.0","183.95M","-1.62%"
"2019年5月30日","7,245.4","7,234.8","7,262.8","7,204.4","135.81M","0.40%"
"2019年5月29日","7,216.9","7,222.5","7,254.2","7,176.7","195.44M","-0.85%"
"2019年5月28日","7,278.4","7,321.3","7,362.3","7,274.7","293.46M","-0.62%"
"2019年5月27日","7,323.5","7,307.5","7,337.5","7,294.4","-","0.19%"
"2019年5月26日","7,309.6","7,313.3","7,321.5","7,308.3","-","0.12%"
"2019年5月24日","7,301.0","7,354.0","7,371.3","7,294.1","143.59M","-0.10%"
"2019年5月23日","7,307.9","7,331.7","7,337.5","7,261.5","218.84M","-1.52%"
"2019年5月22日","7,420.7","7,413.8","7,458.1","7,410.7","153.96M","-0.41%"
"2019年5月21日","7,451.0","7,442.3","7,472.7","7,417.1","164.74M","1.01%"
"2019年5月20日","7,376.7","7,391.7","7,424.6","7,351.9","211.42M","-1.69%"
"2019年5月17日","7,503.7","7,513.1","7,605.7","7,496.9","212.22M","-1.01%"
"2019年5月16日","7,580.1","7,509.9","7,627.0","7,502.8","189.21M","1.02%"
"2019年5月15日","7,503.3","7,354.8","7,524.2","7,353.9","172.93M","1.37%"
"2019年5月14日","7,401.9","7,366.6","7,449.0","7,337.9","185.93M","1.06%"
"2019年5月13日","7,324.1","7,385.5","7,433.9","7,303.6","253.31M","-3.46%"
"2019年5月10日","7,586.5","7,556.0","7,623.0","7,426.8","198.03M","0.05%"
"2019年5月9日","7,582.8","7,525.8","7,605.0","7,472.7","200.57M","-0.46%"
"2019年5月8日","7,617.5","7,623.3","7,678.8","7,593.8","182.20M","-0.30%"
"2019年5月7日","7,640.1","7,713.5","7,743.1","7,572.6","234.70M","-1.98%"
"2019年5月6日","7,794.1","7,662.9","7,804.5","7,662.9","170.54M","-0.66%"
"2019年5月3日","7,845.7","7,784.3","7,847.5","7,772.4","168.29M","1.58%"
"2019年5月2日","7,724.1","7,751.6","7,791.5","7,672.5","182.85M","-0.36%"
"2019年5月1日","7,751.9","7,828.1","7,851.0","7,749.7","186.86M","-0.38%"
"2019年4月30日","7,781.5","7,769.3","7,792.3","7,726.1","195.63M","-0.73%"
"2019年4月29日","7,839.0","7,825.6","7,851.9","7,813.0","143.98M","0.16%"
"2019年4月26日","7,826.7","7,791.1","7,826.9","7,742.6","187.50M","0.12%"
"2019年4月25日","7,816.9","7,850.7","7,852.0","7,778.2","192.12M","0.42%"
"2019年4月24日","7,784.4","7,813.0","7,827.0","7,783.6","180.44M","-0.34%"
"2019年4月23日","7,810.7","7,724.2","7,819.3","7,719.1","171.31M","1.26%"
"2019年4月22日","7,713.5","7,658.4","7,715.3","7,653.9","129.12M","-0.03%"
"2019年4月19日","7,715.5","7,715.5","7,715.5","7,715.5","-","0.34%"
"2019年4月18日","7,689.7","7,688.9","7,694.2","7,647.4","188.48M","0.12%"
"2019年4月17日","7,680.7","7,705.3","7,715.1","7,659.9","198.94M","0.34%"
"2019年4月16日","7,654.7","7,651.2","7,670.4","7,631.6","165.46M","0.34%"
"2019年4月15日","7,629.1","7,630.6","7,636.8","7,578.5","129.62M","0.01%"
"2019年4月12日","7,628.1","7,624.1","7,630.5","7,596.6","139.85M","0.44%"
"2019年4月11日","7,594.9","7,621.4","7,621.4","7,580.7","128.38M","-0.22%"
"2019年4月10日","7,611.5","7,581.4","7,613.4","7,573.3","135.38M","0.57%"
"2019年4月9日","7,568.5","7,571.9","7,596.8","7,555.6","154.64M","-0.41%"
"2019年4月8日","7,599.7","7,565.1","7,602.1","7,536.4","141.44M","0.28%"
"2019年4月5日","7,578.8","7,564.3","7,581.9","7,554.9","147.63M","0.51%"
"2019年4月4日","7,540.6","7,542.2","7,571.1","7,496.3","164.96M","-0.06%"
"2019年4月3日","7,545.0","7,538.2","7,589.7","7,520.4","218.60M","0.60%"
"2019年4月2日","7,499.6","7,473.5","7,507.0","7,461.5","152.97M","0.28%"
"2019年4月1日","7,478.4","7,450.8","7,481.8","7,422.4","166.95M","1.35%"
"2019年3月29日","7,378.8","7,377.8","7,381.7","7,333.2","201.37M","0.80%"
"2019年3月28日","7,320.5","7,325.1","7,346.0","7,277.7","138.74M","0.17%"
"2019年3月27日","7,308.2","7,364.5","7,377.0","7,252.1","178.22M","-0.58%"
"2019年3月26日","7,351.1","7,378.2","7,417.3","7,314.4","172.87M","0.47%"
"2019年3月25日","7,317.0","7,299.9","7,342.5","7,265.3","168.62M","-0.12%"
"2019年3月22日","7,326.1","7,458.4","7,482.4","7,323.5","219.57M","-2.23%"
"2019年3月21日","7,493.3","7,356.9","7,505.4","7,356.9","220.56M","1.52%"
"2019年3月20日","7,380.8","7,349.0","7,422.8","7,318.4","202.54M","0.43%"
"2019年3月19日","7,349.3","7,357.6","7,390.3","7,321.9","236.91M","0.31%"
"2019年3月18日","7,326.3","7,311.6","7,348.7","7,293.9","179.30M","0.26%"
"2019年3月15日","7,307.0","7,274.1","7,331.3","7,265.6","456.55M","0.88%"
"2019年3月14日","7,243.0","7,257.3","7,267.9","7,241.0","195.34M","-0.19%"
"2019年3月13日","7,257.0","7,231.0","7,292.9","7,229.9","199.87M","0.77%"
"2019年3月12日","7,201.3","7,176.2","7,219.4","7,167.0","175.01M","0.52%"
"2019年3月11日","7,164.0","7,050.0","7,166.9","7,049.6","171.05M","2.11%"
"2019年3月8日","7,015.7","6,940.9","7,018.9","6,940.7","177.75M","-0.16%"
"2019年3月7日","7,026.9","7,089.6","7,097.9","7,001.8","182.76M","-1.20%"
"2019年3月6日","7,112.5","7,156.2","7,162.2","7,104.5","164.73M","-0.62%"
"2019年3月5日","7,156.8","7,156.7","7,178.3","7,120.7","181.03M","0.08%"
"2019年3月4日","7,150.8","7,193.9","7,205.9","7,073.4","200.62M","-0.01%"
"2019年3月1日","7,151.6","7,152.1","7,160.0","7,101.1","182.81M","0.76%"
"2019年2月28日","7,097.5","7,093.2","7,125.9","7,081.9","231.61M","-0.27%"
"2019年2月27日","7,117.0","7,095.8","7,125.8","7,045.4","166.32M","-0.09%"
"2019年2月26日","7,123.2","7,099.0","7,144.6","7,087.1","162.75M","0.11%"
"2019年2月25日","7,115.4","7,144.3","7,161.7","7,111.8","179.06M","0.35%"
"2019年2月22日","7,090.6","7,055.2","7,094.3","7,050.0","197.94M","0.79%"
"2019年2月21日","7,035.2","7,047.1","7,063.1","7,001.8","158.19M","-0.38%"
"2019年2月20日","7,062.3","7,070.2","7,096.1","7,027.4","169.85M","-0.06%"
"2019年2月19日","7,066.6","7,033.4","7,089.1","7,032.8","150.46M","-0.11%"
"2019年2月18日","7,074.4","7,063.3","7,082.5","7,056.0","-","0.11%"
"2019年2月17日","7,066.5","7,066.3","7,078.3","7,058.5","-","0.16%"
"2019年2月15日","7,055.2","7,066.4","7,074.0","7,022.3","202.53M","0.47%"
"2019年2月14日","7,022.4","6,986.5","7,047.9","6,969.7","168.00M","0.09%"
"2019年2月13日","7,015.9","7,038.3","7,062.6","7,009.7","168.57M","0.02%"
"2019年2月12日","7,014.7","6,960.5","7,021.8","6,948.3","188.91M","1.53%"
"2019年2月11日","6,909.2","6,941.3","6,958.3","6,893.8","166.33M","-0.06%"
"2019年2月8日","6,913.1","6,843.3","6,914.6","6,836.7","168.04M","0.12%"
"2019年2月7日","6,905.0","6,934.3","6,954.8","6,854.4","204.46M","-1.32%"
"2019年2月6日","6,997.6","7,023.9","7,034.9","6,969.8","193.60M","-0.37%"
"2019年2月5日","7,023.5","6,969.4","7,029.8","6,967.9","206.73M","0.91%"
"2019年2月4日","6,960.0","6,876.6","6,961.0","6,872.6","177.35M","1.23%"
"2019年2月1日","6,875.5","6,872.7","6,922.0","6,857.3","220.67M","-0.45%"
"2019年1月31日","6,906.8","6,840.9","6,936.3","6,837.9","327.55M","1.45%"
"2019年1月30日","6,807.9","6,708.6","6,826.9","6,688.3","246.70M","2.64%"
"2019年1月29日","6,632.8","6,695.7","6,701.5","6,613.4","183.31M","-0.96%"
"2019年1月28日","6,697.1","6,691.8","6,697.5","6,644.3","216.55M","-1.33%"
"2019年1月25日","6,787.4","6,755.7","6,801.0","6,733.3","246.85M","1.27%"
"2019年1月24日","6,702.5","6,680.3","6,710.7","6,656.5","230.49M","0.66%"
"2019年1月23日","6,658.8","6,689.1","6,712.9","6,584.5","197.17M","0.18%"
"2019年1月22日","6,646.8","6,736.6","6,738.6","6,603.6","246.40M","-1.82%"
"2019年1月21日","6,770.3","6,779.8","6,785.0","6,741.4","-","-0.15%"
"2019年1月20日","6,780.8","6,804.9","6,808.5","6,777.9","-","-0.06%"
"2019年1月18日","6,784.6","6,771.5","6,816.2","6,727.9","253.24M","0.98%"
"2019年1月17日","6,718.5","6,646.2","6,747.3","6,637.1","171.13M","0.75%"
"2019年1月16日","6,668.6","6,677.4","6,720.4","6,665.0","175.73M","-0.02%"
"2019年1月15日","6,669.6","6,571.1","6,674.5","6,567.3","173.90M","1.97%"
"2019年1月14日","6,541.0","6,536.4","6,566.9","6,512.6","177.78M","-0.91%"
"2019年1月11日","6,601.4","6,579.9","6,604.6","6,562.0","173.53M","-0.30%"
"2019年1月10日","6,620.9","6,551.0","6,625.1","6,517.5","192.69M","0.31%"
"2019年1月9日","6,600.7","6,576.5","6,631.1","6,549.4","223.36M","0.75%"
"2019年1月8日","6,551.9","6,555.9","6,574.7","6,457.0","219.26M","0.98%"
"2019年1月7日","6,488.3","6,434.5","6,521.4","6,413.0","224.76M","1.02%"
"2019年1月4日","6,422.7","6,250.0","6,445.2","6,234.6","272.84M","4.48%"
"2019年1月3日","6,147.1","6,274.8","6,292.7","6,139.4","286.07M","-3.36%"
"2019年1月2日","6,360.9","6,198.7","6,394.7","6,198.7","202.73M","-0.18%"
"2019年1月1日","6,372.5","6,350.0","6,379.4","6,344.5","-","0.67%"
"2018年12月31日","6,330.0","6,354.9","6,365.4","6,273.9","192.95M","0.71%"
"2018年12月28日","6,285.3","6,326.6","6,388.4","6,233.7","191.43M","-0.05%"
"2018年12月27日","6,288.3","6,168.6","6,292.0","6,043.4","244.42M","0.41%"
"2018年12月26日","6,262.8","5,969.1","6,263.8","5,921.9","271.11M","6.09%"
"2018年12月25日","5,903.0","5,888.0","5,915.3","5,823.5","-","0.06%"
"2018年12月24日","5,899.4","5,994.1","6,075.2","5,895.1","171.72M","-2.43%"
"2018年12月21日","6,046.6","6,293.0","6,308.3","6,014.0","630.18M","-3.15%"
"2018年12月20日","6,243.2","6,312.7","6,381.0","6,161.9","308.29M","-1.57%"
"2018年12月19日","6,343.0","6,480.3","6,575.4","6,284.7","288.81M","-2.29%"
"2018年12月18日","6,491.5","6,503.1","6,551.0","6,434.6","228.70M","0.67%"
"2018年12月17日","6,448.4","6,571.0","6,621.6","6,399.5","240.32M","-2.22%"
"2018年12月14日","6,595.0","6,679.9","6,710.4","6,585.3","205.50M","-2.56%"
"2018年12月13日","6,768.0","6,805.7","6,833.8","6,724.0","169.28M","0.06%"
"2018年12月12日","6,764.0","6,800.5","6,867.7","6,761.8","192.14M","0.89%"
"2018年12月11日","6,704.2","6,782.4","6,788.5","6,650.8","180.72M","0.32%"
"2018年12月10日","6,682.7","6,603.4","6,710.4","6,534.3","200.80M","1.05%"
"2018年12月7日","6,613.3","6,806.6","6,849.4","6,594.5","222.93M","-3.30%"
"2018年12月6日","6,838.9","6,652.1","6,840.5","6,630.8","258.85M","0.52%"
"2018年12月5日","6,803.3","6,796.0","6,861.8","6,792.5","-","0.12%"
"2018年12月4日","6,795.2","7,026.8","7,045.7","6,785.9","258.46M","-3.78%"
"2018年12月3日","7,062.1","7,106.8","7,107.0","7,013.2","233.91M","1.63%"
"2018年11月30日","6,949.0","6,902.2","6,951.1","6,872.3","339.76M","0.82%"
"2018年11月29日","6,892.4","6,890.8","6,938.0","6,839.5","166.57M","-0.30%"
"2018年11月28日","6,913.3","6,756.1","6,914.8","6,713.3","219.98M","3.17%"
"2018年11月27日","6,701.0","6,639.4","6,715.4","6,609.1","173.62M","0.34%"
"2018年11月26日","6,678.3","6,616.8","6,679.9","6,590.9","179.09M","2.31%"
"2018年11月23日","6,527.4","6,525.0","6,591.6","6,524.5","96.20M","-0.26%"
"2018年11月22日","6,544.5","6,583.5","6,597.8","6,508.3","-","-0.47%"
"2018年11月21日","6,575.7","6,608.1","6,639.4","6,566.3","179.41M","0.75%"
"2018年11月20日","6,527.0","6,475.7","6,614.0","6,442.4","273.24M","-1.75%"
"2018年11月19日","6,642.9","6,832.3","6,841.4","6,623.4","241.71M","-3.26%"
"2018年11月16日","6,867.0","6,823.0","6,898.1","6,797.4","269.51M","-0.34%"
"2018年11月15日","6,890.5","6,750.6","6,908.8","6,702.4","227.81M","1.78%"
"2018年11月14日","6,769.9","6,896.2","6,916.1","6,736.2","205.78M","-0.89%"
"2018年11月13日","6,830.9","6,858.6","6,951.4","6,811.7","196.22M","0.03%"
"2018年11月12日","6,829.1","6,990.4","6,998.8","6,819.4","196.51M","-2.98%"
"2018年11月9日","7,039.1","7,095.5","7,104.4","6,982.9","201.79M","-1.67%"
"2018年11月8日","7,158.6","7,176.2","7,192.3","7,125.1","180.86M","-0.62%"
"2018年11月7日","7,203.1","7,068.5","7,206.0","7,057.7","190.61M","3.07%"
"2018年11月6日","6,988.9","6,939.1","7,024.8","6,928.0","161.77M","0.75%"
"2018年11月5日","6,937.1","6,946.1","6,952.9","6,859.8","178.39M","-0.40%"
"2018年11月2日","6,965.3","7,042.3","7,085.3","6,909.1","254.01M","-1.47%"
"2018年11月1日","7,069.2","6,980.8","7,071.8","6,932.2","226.56M","1.47%"
"2018年10月31日","6,967.1","6,933.1","7,030.5","6,924.1","268.15M","2.31%"
"2018年10月30日","6,810.1","6,673.8","6,816.3","6,652.5","267.33M","1.43%"
"2018年10月29日","6,713.9","6,954.7","6,973.2","6,574.7","255.79M","-2.02%"
"2018年10月26日","6,852.4","6,804.7","6,976.9","6,743.8","290.88M","-2.34%"
"2018年10月25日","7,016.4","6,891.3","7,063.9","6,866.8","243.29M","3.35%"
"2018年10月24日","6,789.1","7,101.9","7,117.3","6,777.5","267.79M","-4.63%"
"2018年10月23日","7,118.7","7,002.7","7,149.1","6,933.6","218.17M","-0.32%"
"2018年10月22日","7,141.2","7,146.0","7,193.7","7,088.9","169.56M","0.48%"
"2018年10月19日","7,107.2","7,169.5","7,228.0","7,080.7","214.45M","-0.12%"
"2018年10月18日","7,116.1","7,250.9","7,251.5","7,081.9","193.62M","-2.23%"
"2018年10月17日","7,278.6","7,310.0","7,311.9","7,205.8","166.98M","0.03%"
"2018年10月16日","7,276.4","7,141.7","7,291.3","7,133.3","176.56M","2.94%"
"2018年10月15日","7,068.7","7,129.3","7,144.2","7,047.5","167.30M","-1.24%"
"2018年10月12日","7,157.2","7,150.2","7,179.0","7,019.9","236.56M","2.77%"
"2018年10月11日","6,964.0","7,013.5","7,120.1","6,892.9","298.37M","-1.14%"
"2018年10月10日","7,044.5","7,319.8","7,329.2","7,042.1","273.42M","-4.44%"
"2018年10月9日","7,371.6","7,352.4","7,430.4","7,339.9","167.88M","0.26%"
"2018年10月8日","7,352.8","7,356.5","7,415.5","7,267.0","172.27M","-0.62%"
"2018年10月5日","7,399.0","7,482.0","7,510.5","7,327.4","183.08M","-1.21%"
"2018年10月4日","7,490.0","7,603.0","7,608.2","7,436.3","180.33M","-1.93%"
"2018年10月3日","7,637.4","7,663.1","7,676.9","7,625.6","149.01M","0.12%"
"2018年10月2日","7,628.3","7,632.4","7,685.4","7,610.2","158.24M","-0.22%"
"2018年10月1日","7,645.5","7,673.0","7,700.6","7,627.5","151.99M","0.23%"
"2018年9月28日","7,627.6","7,612.6","7,649.3","7,598.7","175.66M","-0.03%"
"2018年9月27日","7,629.6","7,600.4","7,657.8","7,597.0","143.89M","0.88%"
"2018年9月26日","7,563.1","7,564.0","7,637.6","7,553.3","166.80M","-0.00%"
"2018年9月25日","7,563.2","7,552.0","7,568.2","7,525.2","155.83M","0.19%"
"2018年9月24日","7,548.8","7,477.5","7,555.0","7,447.2","186.58M","0.23%"
"2018年9月21日","7,531.1","7,587.4","7,603.9","7,522.1","544.50M","-0.50%"
"2018年9月20日","7,569.0","7,534.0","7,582.4","7,523.9","162.96M","1.05%"
"2018年9月19日","7,490.3","7,498.2","7,513.3","7,441.6","134.09M","-0.05%"
"2018年9月18日","7,494.4","7,440.9","7,531.2","7,436.5","150.61M","0.80%"
"2018年9月17日","7,434.7","7,522.6","7,533.9","7,427.8","149.27M","-1.47%"
"2018年9月14日","7,545.5","7,575.4","7,581.3","7,515.0","140.52M","-0.21%"
"2018年9月13日","7,561.7","7,535.2","7,578.8","7,531.7","160.62M","0.98%"
"2018年9月12日","7,488.1","7,493.4","7,501.2","7,422.9","176.59M","-0.26%"
"2018年9月11日","7,507.9","7,415.1","7,519.5","7,401.7","157.89M","0.81%"
"2018年9月10日","7,447.7","7,466.8","7,473.8","7,410.7","155.28M","0.23%"
"2018年9月7日","7,430.3","7,402.2","7,489.4","7,401.0","178.47M","-0.31%"
"2018年9月6日","7,453.2","7,527.2","7,532.3","7,405.3","182.85M","-0.93%"
"2018年9月5日","7,523.3","7,601.0","7,607.2","7,498.4","197.38M","-1.30%"
"2018年9月4日","7,622.3","7,629.3","7,643.5","7,581.4","165.09M","-0.67%"
"2018年9月3日","7,673.5","7,673.3","7,686.3","7,658.5","-","0.00%"
"2018年9月2日","7,673.3","7,674.0","7,675.5","7,664.5","-","0.24%"
"2018年8月31日","7,654.5","7,634.4","7,676.5","7,628.5","170.08M","0.16%"
"2018年8月30日","7,642.7","7,645.1","7,691.1","7,619.7","138.40M","-0.23%"
"2018年8月29日","7,660.2","7,585.1","7,662.0","7,583.5","127.26M","1.19%"
"2018年8月28日","7,570.3","7,580.9","7,588.7","7,556.7","130.92M","0.15%"
"2018年8月27日","7,559.1","7,527.4","7,560.8","7,512.0","130.11M","0.98%"
"2018年8月24日","7,485.4","7,443.7","7,489.5","7,443.0","126.50M","0.97%"
"2018年8月23日","7,413.8","7,420.3","7,465.9","7,405.4","131.43M","-0.14%"
"2018年8月22日","7,424.6","7,379.8","7,434.5","7,374.7","114.59M","0.37%"
"2018年8月21日","7,397.2","7,393.5","7,441.4","7,388.4","142.34M","0.35%"
"2018年8月20日","7,371.4","7,393.6","7,395.8","7,343.5","141.46M","-0.08%"
"2018年8月17日","7,377.5","7,352.6","7,394.9","7,312.6","177.01M","0.04%"
"2018年8月16日","7,374.3","7,409.6","7,422.8","7,361.9","168.14M","0.27%"
"2018年8月15日","7,354.7","7,385.7","7,409.5","7,308.5","190.30M","-1.24%"
"2018年8月14日","7,447.2","7,430.5","7,455.4","7,390.0","134.44M","0.62%"
"2018年8月13日","7,401.2","7,420.2","7,468.8","7,398.5","129.62M","-0.10%"
"2018年8月10日","7,408.3","7,409.0","7,436.7","7,382.8","139.31M","-0.79%"
"2018年8月9日","7,467.0","7,467.5","7,498.4","7,458.6","133.85M","-0.03%"
"2018年8月8日","7,469.5","7,454.4","7,486.2","7,435.8","124.92M","0.09%"
"2018年8月7日","7,462.6","7,459.3","7,479.0","7,443.9","146.62M","0.32%"
"2018年8月6日","7,439.0","7,390.8","7,439.5","7,381.6","142.43M","0.59%"
"2018年8月3日","7,395.5","7,389.4","7,395.5","7,356.3","147.40M","0.32%"
"2018年8月2日","7,372.1","7,221.4","7,380.6","7,221.4","169.47M","1.36%"
"2018年8月1日","7,272.9","7,269.2","7,294.8","7,234.6","178.96M","0.57%"
"2018年7月31日","7,232.0","7,219.7","7,273.0","7,179.4","191.39M","0.54%"
"2018年7月30日","7,193.1","7,292.7","7,299.1","7,158.8","173.64M","-1.42%"
"2018年7月27日","7,296.8","7,443.2","7,443.2","7,255.3","190.70M","-1.40%"
"2018年7月26日","7,400.8","7,404.6","7,430.1","7,385.7","217.54M","-1.44%"
"2018年7月25日","7,508.6","7,406.1","7,511.4","7,405.6","171.18M","1.38%"
"2018年7月24日","7,406.3","7,455.5","7,476.0","7,375.7","154.42M","0.47%"
"2018年7月23日","7,371.8","7,335.4","7,376.8","7,301.3","134.46M","0.29%"
"2018年7月20日","7,350.2","7,379.1","7,398.6","7,343.4","179.35M","-0.03%"
"2018年7月19日","7,352.4","7,364.7","7,389.0","7,344.3","159.59M","-0.51%"
"2018年7月18日","7,390.1","7,407.3","7,411.2","7,368.4","145.78M","-0.19%"
"2018年7月17日","7,403.9","7,291.5","7,418.4","7,288.3","143.57M","0.63%"
"2018年7月16日","7,357.9","7,381.0","7,390.6","7,346.3","136.18M","-0.24%"
"2018年7月13日","7,375.8","7,372.3","7,387.7","7,349.0","139.23M","0.13%"
"2018年7月12日","7,366.3","7,276.4","7,368.7","7,274.2","168.21M","1.69%"
"2018年7月11日","7,244.0","7,221.7","7,271.1","7,220.2","151.84M","-0.53%"
"2018年7月10日","7,282.6","7,287.0","7,297.8","7,257.5","123.21M","0.09%"
"2018年7月9日","7,276.0","7,251.2","7,277.6","7,221.3","137.75M","0.95%"
"2018年7月6日","7,207.3","7,114.2","7,217.0","7,106.1","143.87M","1.50%"
"2018年7月5日","7,101.0","7,064.0","7,105.5","7,025.2","153.26M","0.89%"
"2018年7月4日","7,038.8","7,026.3","7,052.8","7,024.5","-","0.34%"
"2018年7月3日","7,014.5","7,121.7","7,122.5","7,009.5","109.02M","-1.17%"
"2018年7月2日","7,097.8","6,979.5","7,099.3","6,969.2","148.86M","0.81%"
"2018年6月29日","7,040.8","7,071.5","7,101.8","7,031.4","193.84M","0.13%"
"2018年6月28日","7,031.6","6,963.4","7,055.3","6,950.2","178.96M","0.89%"
"2018年6月27日","6,969.7","7,096.6","7,128.8","6,968.3","182.46M","-1.39%"
"2018年6月26日","7,068.2","7,061.2","7,108.5","7,040.1","171.74M","0.43%"
"2018年6月25日","7,038.2","7,131.0","7,144.3","6,977.0","217.24M","-2.21%"
"2018年6月22日","7,197.5","7,239.7","7,239.8","7,177.5","264.94M","-0.28%"
"2018年6月21日","7,217.5","7,304.0","7,308.3","7,203.9","174.65M","-0.87%"
"2018年6月20日","7,280.7","7,264.9","7,310.0","7,256.9","182.49M","0.73%"
"2018年6月19日","7,228.0","7,158.8","7,230.0","7,138.0","182.91M","-0.32%"
"2018年6月18日","7,251.4","7,201.2","7,256.4","7,186.2","164.21M","-0.06%"
"2018年6月15日","7,255.8","7,245.2","7,268.8","7,221.0","429.89M","-0.33%"
"2018年6月14日","7,279.6","7,233.7","7,291.3","7,233.7","174.44M","1.03%"
"2018年6月13日","7,205.3","7,219.6","7,261.2","7,193.0","186.65M","-0.05%"
"2018年6月12日","7,209.2","7,181.7","7,214.5","7,173.8","149.87M","0.57%"
"2018年6月11日","7,168.5","7,149.6","7,187.5","7,146.1","139.97M","0.22%"
"2018年6月8日","7,152.6","7,121.8","7,161.9","7,100.7","150.44M","-0.00%"
"2018年6月7日","7,152.8","7,212.4","7,212.4","7,115.9","164.79M","-0.79%"
"2018年6月6日","7,210.1","7,180.2","7,212.5","7,140.9","161.09M","0.60%"
"2018年6月5日","7,166.8","7,162.4","7,179.8","7,137.1","153.10M","0.32%"
"2018年6月4日","7,143.6","7,099.5","7,146.8","7,099.1","146.84M","0.84%"
"2018年6月1日","7,083.9","7,010.1","7,084.8","7,008.0","157.86M","1.67%"
"2018年5月31日","6,967.7","6,969.9","7,016.4","6,956.0","278.87M","-0.12%"
"2018年5月30日","6,976.4","6,955.6","6,987.6","6,938.0","148.49M","0.72%"
"2018年5月29日","6,926.5","6,928.5","6,964.6","6,887.1","165.70M","-0.88%"
"2018年5月28日","6,988.0","6,991.0","7,007.0","6,970.3","-","-0.04%"
"2018年5月27日","6,991.0","6,993.0","6,993.3","6,979.3","-","0.43%"
"2018年5月25日","6,960.9","6,951.5","6,982.5","6,941.9","124.10M","0.16%"
"2018年5月24日","6,949.7","6,951.5","6,963.7","6,882.6","139.44M","-0.06%"
"2018年5月23日","6,953.6","6,847.3","6,954.7","6,846.9","152.02M","0.87%"
