"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2017年1月23日","5,065.7","5,056.0","5,073.2","5,035.5","155.91M","0.05%"
"2017年1月20日","5,063.2","5,070.1","5,085.3","5,050.0","182.46M","0.24%"
"2017年1月19日","5,051.2","5,061.1","5,078.4","5,041.2","144.68M","-0.09%"
"2017年1月18日","5,055.9","5,050.3","5,058.2","5,039.2","128.66M","0.22%"
"2017年1月17日","5,044.6","5,043.1","5,053.2","5,029.6","137.77M","-0.14%"
"2017年1月16日","5,051.6","5,050.8","5,055.6","5,044.1","-","0.01%"
"2017年1月15日","5,050.9","5,057.8","5,057.8","5,049.1","-","-0.17%"
"2017年1月13日","5,059.5","5,047.6","5,067.0","5,045.9","115.81M","0.36%"
"2017年1月12日","5,041.4","5,029.3","5,044.4","4,995.1","115.24M","-0.17%"
"2017年1月11日","5,050.2","5,033.9","5,050.2","5,012.6","143.04M","0.30%"
"2017年1月10日","5,035.2","5,027.5","5,049.8","5,016.2","140.06M","0.20%"
"2017年1月9日","5,024.9","5,013.8","5,033.3","5,009.5","140.37M","0.36%"
"2017年1月6日","5,007.1","4,973.9","5,020.7","4,957.8","131.38M","0.85%"
"2017年1月5日","4,965.0","4,936.4","4,967.9","4,935.3","140.49M","0.56%"
"2017年1月4日","4,937.2","4,920.8","4,944.7","4,919.8","141.13M","0.53%"
"2017年1月3日","4,911.3","4,900.9","4,928.5","4,884.5","152.44M","0.47%"
"2017年1月2日","4,888.1","4,885.6","4,892.0","4,885.6","-","0.50%"
"2016年12月30日","4,863.6","4,925.4","4,927.2","4,853.9","147.63M","-1.11%"
"2016年12月29日","4,918.3","4,923.9","4,933.7","4,903.3","91.50M","-0.16%"
"2016年12月28日","4,926.3","4,976.4","4,978.4","4,922.1","99.57M","-0.80%"
"2016年12月27日","4,965.8","4,948.9","4,992.1","4,947.6","86.84M","0.46%"
"2016年12月26日","4,942.9","4,942.1","4,944.4","4,940.8","-","0.06%"
"2016年12月23日","4,940.0","4,927.5","4,940.0","4,922.9","77.21M","0.11%"
"2016年12月22日","4,934.4","4,948.4","4,948.4","4,917.3","128.69M","-0.29%"
"2016年12月21日","4,948.9","4,952.1","4,957.5","4,938.2","106.37M","-0.10%"
"2016年12月20日","4,953.8","4,948.3","4,961.5","4,944.3","122.29M","0.38%"
"2016年12月19日","4,934.9","4,919.2","4,963.0","4,911.8","128.92M","0.41%"
"2016年12月16日","4,914.9","4,945.0","4,952.1","4,904.4","360.12M","-0.38%"
"2016年12月15日","4,933.4","4,925.6","4,959.9","4,919.8","165.26M","0.25%"
"2016年12月14日","4,921.2","4,943.6","4,955.3","4,910.8","172.98M","-0.30%"
"2016年12月13日","4,935.8","4,893.6","4,960.5","4,890.1","162.84M","1.26%"
"2016年12月12日","4,874.3","4,878.0","4,883.0","4,854.3","148.96M","-0.44%"
"2016年12月9日","4,895.9","4,878.5","4,897.2","4,877.2","145.40M","0.76%"
"2016年12月8日","4,859.2","4,849.8","4,869.6","4,843.0","147.87M","0.15%"
"2016年12月7日","4,851.9","4,778.9","4,854.3","4,765.4","185.41M","1.32%"
"2016年12月6日","4,788.7","4,786.1","4,796.6","4,769.4","139.28M","0.22%"
"2016年12月5日","4,778.1","4,762.3","4,795.3","4,743.5","156.27M","0.82%"
"2016年12月2日","4,739.4","4,734.4","4,759.0","4,721.4","166.51M","0.11%"
"2016年12月1日","4,734.1","4,806.8","4,810.4","4,723.6","192.25M","-1.59%"
"2016年11月30日","4,810.8","4,876.3","4,880.8","4,810.8","224.93M","-1.28%"
"2016年11月29日","4,873.2","4,859.9","4,896.6","4,848.9","155.91M","0.33%"
"2016年11月28日","4,857.0","4,861.7","4,878.9","4,852.7","135.38M","-0.27%"
"2016年11月25日","4,870.0","4,861.5","4,870.9","4,853.0","69.88M","0.24%"
"2016年11月24日","4,858.5","4,848.3","4,862.6","4,839.4","-","0.10%"
"2016年11月23日","4,853.9","4,856.7","4,859.7","4,832.6","133.25M","-0.41%"
"2016年11月22日","4,873.8","4,876.9","4,884.6","4,861.1","153.95M","0.31%"
"2016年11月21日","4,859.0","4,822.0","4,862.2","4,819.6","148.18M","1.06%"
"2016年11月18日","4,808.0","4,832.8","4,840.8","4,804.4","171.17M","-0.38%"
"2016年11月17日","4,826.6","4,789.8","4,826.8","4,781.7","159.45M","0.72%"
"2016年11月16日","4,792.3","4,745.0","4,794.6","4,742.9","158.19M","0.58%"
"2016年11月15日","4,764.5","4,733.6","4,778.6","4,728.0","178.77M","1.33%"
"2016年11月14日","4,702.0","4,752.6","4,753.3","4,677.4","202.04M","-1.05%"
"2016年11月11日","4,752.0","4,729.1","4,759.8","4,712.0","197.42M","0.10%"
"2016年11月10日","4,747.0","4,849.7","4,855.8","4,685.7","264.14M","-1.62%"
"2016年11月9日","4,825.2","4,748.9","4,832.9","4,747.4","257.37M","0.42%"
"2016年11月8日","4,804.9","4,766.5","4,825.0","4,757.2","142.37M","0.65%"
"2016年11月7日","4,773.7","4,738.0","4,777.1","4,731.8","169.86M","2.43%"
"2016年11月4日","4,660.5","4,647.6","4,697.9","4,647.6","182.45M","-0.40%"
"2016年11月3日","4,679.1","4,718.5","4,732.2","4,673.0","164.42M","-1.01%"
"2016年11月2日","4,726.9","4,764.8","4,773.6","4,717.6","163.19M","-0.84%"
"2016年11月1日","4,766.9","4,810.3","4,811.0","4,726.4","163.85M","-0.72%"
"2016年10月31日","4,801.3","4,821.3","4,823.9","4,801.2","153.18M","-0.09%"
"2016年10月28日","4,805.6","4,820.5","4,848.5","4,794.1","170.31M","-0.64%"
"2016年10月27日","4,836.5","4,883.1","4,885.8","4,831.7","171.72M","-0.50%"
"2016年10月26日","4,860.6","4,863.5","4,886.3","4,846.4","144.42M","-0.63%"
"2016年10月25日","4,891.5","4,908.2","4,911.8","4,885.9","127.15M","-0.38%"
"2016年10月24日","4,910.0","4,884.2","4,911.6","4,880.8","142.48M","1.20%"
"2016年10月21日","4,851.9","4,836.5","4,853.6","4,822.8","178.78M","0.40%"
"2016年10月20日","4,832.7","4,831.3","4,842.3","4,805.8","161.44M","-0.08%"
"2016年10月19日","4,836.6","4,833.8","4,845.1","4,830.7","134.84M","-0.06%"
"2016年10月18日","4,839.7","4,849.9","4,860.7","4,837.3","129.71M","0.91%"
"2016年10月17日","4,796.2","4,808.5","4,814.9","4,790.5","118.95M","-0.26%"
"2016年10月14日","4,808.5","4,828.9","4,846.0","4,806.7","138.75M","0.11%"
"2016年10月13日","4,803.1","4,785.6","4,816.3","4,760.1","145.17M","-0.34%"
"2016年10月12日","4,819.6","4,824.3","4,836.5","4,806.3","125.64M","-0.05%"
"2016年10月11日","4,821.9","4,890.2","4,890.2","4,804.2","168.91M","-1.47%"
"2016年10月10日","4,893.8","4,887.7","4,904.7","4,885.6","118.29M","0.60%"
"2016年10月7日","4,864.5","4,883.9","4,884.7","4,840.9","135.69M","-0.19%"
"2016年10月6日","4,873.9","4,872.0","4,884.0","4,851.5","134.93M","-0.08%"
"2016年10月5日","4,877.8","4,873.0","4,891.4","4,870.8","126.14M","0.38%"
"2016年10月4日","4,859.5","4,880.6","4,891.5","4,841.7","134.60M","-0.15%"
"2016年10月3日","4,866.6","4,864.6","4,872.1","4,848.2","120.30M","-0.19%"
"2016年9月30日","4,875.7","4,856.1","4,889.2","4,846.9","213.99M","0.77%"
"2016年9月29日","4,838.3","4,868.5","4,875.5","4,819.0","159.55M","-0.76%"
"2016年9月28日","4,875.3","4,871.8","4,877.3","4,850.0","122.42M","0.18%"
"2016年9月27日","4,866.7","4,813.9","4,868.4","4,811.3","128.21M","1.03%"
"2016年9月26日","4,817.2","4,830.2","4,837.3","4,812.3","127.50M","-0.86%"
"2016年9月23日","4,858.9","4,881.5","4,882.4","4,853.4","139.35M","-0.66%"
"2016年9月22日","4,891.4","4,879.3","4,895.5","4,876.4","139.19M","0.77%"
"2016年9月21日","4,853.8","4,826.6","4,858.6","4,797.9","158.39M","1.01%"
"2016年9月20日","4,805.2","4,813.8","4,824.2","4,797.8","127.29M","0.19%"
"2016年9月19日","4,796.1","4,833.8","4,843.8","4,787.4","133.68M","-0.46%"
"2016年9月16日","4,818.0","4,811.8","4,821.9","4,794.2","407.40M","-0.04%"
"2016年9月15日","4,819.9","4,749.7","4,826.0","4,748.7","164.05M","1.56%"
"2016年9月14日","4,746.1","4,726.8","4,770.4","4,726.8","155.79M","0.49%"
"2016年9月13日","4,722.9","4,740.0","4,756.2","4,701.8","169.49M","-0.88%"
"2016年9月12日","4,764.6","4,656.6","4,772.4","4,656.5","171.80M","1.78%"
"2016年9月9日","4,681.5","4,763.0","4,773.8","4,681.5","197.16M","-2.55%"
"2016年9月8日","4,804.0","4,816.5","4,816.5","4,791.2","146.89M","-0.58%"
"2016年9月7日","4,831.9","4,829.9","4,839.6","4,814.0","164.96M","0.05%"
"2016年9月6日","4,829.5","4,806.7","4,829.5","4,797.4","151.27M","0.79%"
"2016年9月5日","4,791.5","4,801.1","4,805.8","4,782.3","-","-0.20%"
"2016年9月4日","4,801.3","4,800.9","4,802.9","4,797.0","-","0.05%"
"2016年9月2日","4,798.7","4,806.1","4,816.7","4,781.6","117.07M","0.31%"
"2016年9月1日","4,783.9","4,774.8","4,787.9","4,750.2","124.27M","0.27%"
"2016年8月31日","4,771.1","4,770.2","4,775.2","4,751.7","143.38M","-0.10%"
"2016年8月30日","4,776.0","4,787.8","4,797.6","4,760.3","116.59M","-0.32%"
"2016年8月29日","4,791.1","4,787.9","4,804.4","4,784.6","113.92M","0.15%"
"2016年8月26日","4,783.7","4,782.5","4,815.6","4,758.1","126.72M","0.17%"
"2016年8月25日","4,775.4","4,773.7","4,792.5","4,768.0","116.22M","-0.17%"
"2016年8月24日","4,783.5","4,812.5","4,821.3","4,770.7","121.15M","-0.73%"
"2016年8月23日","4,818.5","4,828.8","4,836.5","4,816.8","122.81M","0.21%"
"2016年8月22日","4,808.6","4,798.0","4,817.4","4,791.1","118.40M","0.05%"
"2016年8月19日","4,806.1","4,800.2","4,816.0","4,786.3","149.29M","-0.05%"
"2016年8月18日","4,808.7","4,802.3","4,814.5","4,794.3","114.98M","0.07%"
"2016年8月17日","4,805.5","4,799.0","4,807.0","4,772.4","122.41M","0.17%"
"2016年8月16日","4,797.2","4,814.2","4,815.0","4,796.9","118.70M","-0.62%"
"2016年8月15日","4,827.1","4,814.8","4,837.7","4,812.5","119.28M","0.42%"
"2016年8月12日","4,807.1","4,794.4","4,807.5","4,790.5","124.57M","0.08%"
"2016年8月11日","4,803.3","4,800.6","4,813.4","4,790.6","116.20M","0.42%"
"2016年8月10日","4,783.4","4,799.8","4,799.9","4,772.0","111.87M","-0.26%"
"2016年8月9日","4,795.8","4,787.9","4,811.0","4,786.4","112.57M","0.23%"
"2016年8月8日","4,784.7","4,791.1","4,794.1","4,770.2","129.12M","-0.14%"
"2016年8月5日","4,791.2","4,769.2","4,799.9","4,763.6","158.70M","1.00%"
"2016年8月4日","4,743.8","4,731.5","4,749.1","4,719.0","133.25M","0.20%"
"2016年8月3日","4,734.3","4,716.6","4,734.3","4,712.1","135.26M","0.32%"
"2016年8月2日","4,719.2","4,748.4","4,752.3","4,689.5","167.16M","-0.77%"
"2016年8月1日","4,756.0","4,734.4","4,767.2","4,728.7","137.71M","0.55%"
"2016年7月29日","4,730.2","4,734.7","4,743.3","4,715.8","177.13M","0.19%"
"2016年7月28日","4,721.4","4,710.2","4,725.8","4,696.1","157.55M","0.39%"
"2016年7月27日","4,702.9","4,711.1","4,716.1","4,685.1","193.59M","0.66%"
"2016年7月26日","4,672.1","4,664.1","4,687.9","4,648.9","176.92M","0.13%"
"2016年7月25日","4,665.9","4,662.9","4,667.1","4,650.5","145.68M","-0.00%"
"2016年7月22日","4,666.1","4,651.0","4,670.5","4,635.2","142.49M","0.41%"
"2016年7月21日","4,647.0","4,663.0","4,669.5","4,634.1","153.34M","-0.22%"
"2016年7月20日","4,657.2","4,630.9","4,665.7","4,623.9","153.62M","1.17%"
"2016年7月19日","4,603.3","4,601.7","4,617.5","4,595.4","143.02M","-0.36%"
"2016年7月18日","4,619.7","4,595.1","4,627.6","4,591.8","120.91M","0.65%"
"2016年7月15日","4,589.8","4,602.0","4,607.2","4,579.8","171.44M","-0.14%"
"2016年7月14日","4,596.5","4,597.2","4,604.8","4,585.7","131.43M","0.67%"
"2016年7月13日","4,565.8","4,589.1","4,590.0","4,565.7","141.99M","-0.26%"
"2016年7月12日","4,577.6","4,579.9","4,588.2","4,570.6","155.63M","0.50%"
"2016年7月11日","4,554.7","4,544.3","4,570.0","4,544.3","140.23M","0.58%"
"2016年7月8日","4,528.4","4,484.9","4,529.7","4,476.5","150.52M","1.54%"
"2016年7月7日","4,459.6","4,451.1","4,468.3","4,438.8","128.26M","0.33%"
"2016年7月6日","4,444.7","4,388.4","4,447.2","4,375.7","158.41M","0.77%"
"2016年7月5日","4,410.8","4,414.4","4,418.0","4,386.6","153.59M","-0.56%"
"2016年7月4日","4,435.4","4,427.4","4,451.5","4,426.3","-","0.20%"
"2016年7月3日","4,426.6","4,438.1","4,439.0","4,426.6","-","-0.24%"
"2016年7月1日","4,437.4","4,411.8","4,453.9","4,411.8","142.62M","0.45%"
"2016年6月30日","4,417.7","4,378.8","4,418.0","4,359.6","216.07M","1.21%"
"2016年6月29日","4,364.7","4,323.3","4,374.0","4,322.4","170.25M","1.73%"
"2016年6月28日","4,290.5","4,245.3","4,291.4","4,245.3","180.76M","2.13%"
"2016年6月27日","4,201.1","4,247.7","4,249.0","4,179.7","249.47M","-1.97%"
"2016年6月24日","4,285.7","4,294.8","4,373.1","4,274.5","397.85M","-4.07%"
"2016年6月23日","4,467.5","4,437.6","4,467.5","4,420.2","145.38M","1.42%"
"2016年6月22日","4,404.7","4,413.4","4,442.0","4,400.9","141.18M","-0.20%"
"2016年6月21日","4,413.4","4,408.0","4,422.7","4,398.6","136.38M","0.30%"
"2016年6月20日","4,400.2","4,424.1","4,444.1","4,397.4","156.38M","0.59%"
"2016年6月17日","4,374.4","4,409.8","4,409.8","4,363.6","337.57M","-1.13%"
"2016年6月16日","4,424.2","4,387.9","4,428.3","4,362.2","141.92M","0.33%"
"2016年6月15日","4,409.5","4,433.7","4,439.6","4,404.6","153.60M","-0.35%"
"2016年6月14日","4,424.9","4,413.7","4,439.7","4,392.4","146.88M","0.05%"
"2016年6月13日","4,422.8","4,436.1","4,461.3","4,419.7","164.78M","-0.86%"
"2016年6月10日","4,461.0","4,473.1","4,480.5","4,447.3","153.84M","-1.14%"
"2016年6月9日","4,512.7","4,501.1","4,518.5","4,494.8","122.64M","-0.18%"
"2016年6月8日","4,520.6","4,521.1","4,529.1","4,505.4","118.96M","0.17%"
"2016年6月7日","4,513.1","4,527.9","4,532.3","4,511.4","135.95M","-0.23%"
"2016年6月6日","4,523.6","4,517.9","4,536.5","4,510.3","127.66M","0.31%"
"2016年6月3日","4,509.8","4,521.0","4,523.4","4,480.8","132.73M","-0.48%"
"2016年6月2日","4,531.4","4,510.8","4,531.4","4,488.1","127.34M","0.25%"
"2016年6月1日","4,520.1","4,507.2","4,530.4","4,502.8","145.69M","-0.08%"
"2016年5月31日","4,523.9","4,513.9","4,526.8","4,497.6","318.25M","0.06%"
"2016年5月30日","4,521.1","4,519.1","4,524.6","4,513.4","-","0.03%"
"2016年5月29日","4,519.6","4,517.5","4,522.4","4,515.5","-","0.16%"
"2016年5月27日","4,512.5","4,491.0","4,512.5","4,489.2","135.69M","0.55%"
"2016年5月26日","4,488.0","4,478.6","4,494.0","4,469.8","130.27M","0.26%"
"2016年5月25日","4,476.4","4,459.3","4,488.5","4,453.0","150.24M","0.72%"
"2016年5月24日","4,444.3","4,381.3","4,449.2","4,380.5","154.73M","2.05%"
"2016年5月23日","4,355.1","4,364.7","4,382.4","4,353.4","137.83M","-0.18%"
"2016年5月20日","4,362.9","4,330.1","4,380.0","4,329.6","183.37M","1.10%"
"2016年5月19日","4,315.6","4,319.9","4,331.6","4,284.4","142.86M","-0.52%"
"2016年5月18日","4,338.2","4,314.3","4,360.9","4,305.7","161.46M","0.36%"
"2016年5月17日","4,322.6","4,376.5","4,385.1","4,311.2","181.29M","-1.32%"
"2016年5月16日","4,380.5","4,335.3","4,395.7","4,329.9","157.57M","1.25%"
"2016年5月13日","4,326.5","4,337.8","4,364.2","4,318.7","156.27M","-0.37%"
"2016年5月12日","4,342.8","4,376.1","4,377.9","4,312.9","166.35M","-0.42%"
"2016年5月11日","4,361.0","4,395.9","4,407.9","4,360.7","139.71M","-0.93%"
"2016年5月10日","4,402.0","4,360.7","4,404.1","4,351.2","137.02M","1.40%"
"2016年5月9日","4,341.2","4,331.7","4,361.9","4,329.9","139.76M","0.26%"
"2016年5月6日","4,330.2","4,290.4","4,330.2","4,282.0","155.77M","0.48%"
"2016年5月5日","4,309.5","4,326.9","4,333.1","4,299.6","158.29M","-0.06%"
"2016年5月4日","4,312.0","4,314.5","4,328.2","4,301.1","165.04M","-0.68%"
"2016年5月3日","4,341.4","4,349.1","4,368.8","4,329.8","160.69M","-0.91%"
"2016年5月2日","4,381.3","4,350.8","4,387.0","4,334.6","152.46M","0.92%"
"2016年4月29日","4,341.3","4,367.6","4,373.0","4,307.1","261.36M","-0.52%"
"2016年4月28日","4,364.0","4,419.1","4,447.2","4,355.3","202.30M","-1.19%"
"2016年4月27日","4,416.6","4,412.8","4,426.3","4,381.2","191.55M","-0.82%"
"2016年4月26日","4,453.0","4,480.6","4,490.1","4,439.4","159.89M","-0.47%"
"2016年4月25日","4,474.1","4,459.7","4,474.8","4,452.9","136.35M","-0.00%"
"2016年4月22日","4,474.2","4,478.4","4,502.4","4,440.1","206.02M","-1.47%"
"2016年4月21日","4,540.8","4,540.7","4,558.7","4,522.9","145.96M","0.01%"
"2016年4月20日","4,540.4","4,539.2","4,562.3","4,523.9","153.14M","0.07%"
"2016年4月19日","4,537.1","4,565.4","4,574.4","4,516.0","167.57M","-0.62%"
"2016年4月18日","4,565.4","4,535.2","4,570.6","4,531.1","143.78M","0.49%"
"2016年4月15日","4,543.2","4,550.3","4,558.9","4,531.0","180.01M","-0.25%"
"2016年4月14日","4,554.6","4,554.7","4,569.7","4,541.7","137.87M","-0.00%"
"2016年4月13日","4,554.7","4,526.9","4,560.1","4,524.3","160.41M","1.30%"
"2016年4月12日","4,496.0","4,464.1","4,503.9","4,435.0","139.12M","0.84%"
"2016年4月11日","4,458.7","4,496.3","4,516.1","4,458.5","139.72M","-0.36%"
"2016年4月8日","4,474.9","4,507.0","4,515.9","4,459.6","137.26M","-0.01%"
"2016年4月7日","4,475.3","4,519.0","4,525.7","4,459.7","158.89M","-1.51%"
"2016年4月6日","4,543.8","4,476.4","4,544.6","4,476.4","140.03M","1.63%"
"2016年4月5日","4,470.8","4,479.1","4,494.7","4,465.0","147.87M","-0.91%"
"2016年4月4日","4,511.7","4,526.4","4,533.4","4,503.6","136.25M","-0.45%"
"2016年4月1日","4,532.1","4,461.8","4,534.3","4,452.1","163.66M","1.08%"
"2016年3月31日","4,483.6","4,491.0","4,504.2","4,478.1","153.57M","-0.16%"
"2016年3月30日","4,490.9","4,494.7","4,518.2","4,481.8","135.07M","0.52%"
"2016年3月29日","4,467.7","4,391.2","4,471.8","4,384.3","138.60M","1.58%"
"2016年3月28日","4,398.1","4,415.0","4,417.6","4,393.1","114.45M","-0.17%"
"2016年3月24日","4,405.5","4,380.2","4,406.0","4,374.7","143.05M","0.07%"
"2016年3月23日","4,402.6","4,431.8","4,434.8","4,395.0","132.11M","-0.79%"
"2016年3月22日","4,437.6","4,403.5","4,450.8","4,401.3","139.00M","0.24%"
"2016年3月21日","4,427.0","4,403.1","4,430.4","4,400.4","138.58M","0.37%"
"2016年3月18日","4,410.8","4,408.8","4,420.9","4,387.8","435.12M","0.24%"
"2016年3月17日","4,400.3","4,390.1","4,413.1","4,376.9","159.01M","-0.09%"
"2016年3月16日","4,404.2","4,359.7","4,416.1","4,357.7","151.32M","0.85%"
"2016年3月15日","4,367.1","4,354.4","4,371.3","4,339.9","136.02M","-0.01%"
"2016年3月14日","4,367.3","4,347.9","4,378.4","4,347.5","131.71M","0.13%"
"2016年3月11日","4,361.8","4,337.1","4,361.8","4,320.5","159.33M","1.75%"
"2016年3月10日","4,287.0","4,307.9","4,335.3","4,232.1","165.57M","-0.15%"
"2016年3月9日","4,293.2","4,281.1","4,293.2","4,258.1","145.93M","0.65%"
"2016年3月8日","4,265.5","4,272.7","4,308.8","4,258.8","164.88M","-0.88%"
"2016年3月7日","4,303.3","4,303.8","4,330.3","4,271.6","167.76M","-0.59%"
"2016年3月4日","4,329.0","4,334.0","4,356.3","4,301.4","179.96M","0.07%"
"2016年3月3日","4,325.9","4,330.4","4,331.5","4,296.3","146.71M","-0.20%"
"2016年3月2日","4,334.4","4,328.7","4,335.4","4,301.1","167.09M","0.02%"
"2016年3月1日","4,333.6","4,238.1","4,333.6","4,225.9","182.38M","3.15%"
"2016年2月29日","4,201.1","4,228.6","4,263.3","4,200.1","207.64M","-0.81%"
"2016年2月26日","4,235.6","4,273.6","4,275.8","4,227.3","154.46M","-0.13%"
"2016年2月25日","4,241.1","4,212.5","4,241.3","4,173.3","143.05M","0.96%"
"2016年2月24日","4,200.7","4,116.0","4,206.0","4,088.1","161.65M","0.92%"
"2016年2月23日","4,162.5","4,209.3","4,218.0","4,158.6","147.33M","-1.62%"
"2016年2月22日","4,231.3","4,203.6","4,235.1","4,199.9","162.50M","1.61%"
"2016年2月19日","4,164.1","4,129.8","4,175.1","4,121.6","198.16M","0.30%"
"2016年2月18日","4,151.5","4,212.2","4,212.6","4,146.1","179.17M","-1.13%"
"2016年2月17日","4,199.1","4,138.4","4,204.6","4,125.8","224.55M","2.31%"
"2016年2月16日","4,104.3","4,077.3","4,104.3","4,049.9","231.42M","0.80%"
"2016年2月15日","4,071.9","4,036.1","4,091.1","4,031.6","-","0.89%"
"2016年2月14日","4,035.9","4,025.8","4,038.6","4,024.8","-","0.42%"
"2016年2月12日","4,019.2","3,996.6","4,022.1","3,965.7","204.49M","1.44%"
"2016年2月11日","3,962.2","3,910.6","3,988.7","3,902.9","252.95M","-0.10%"
"2016年2月10日","3,966.3","3,996.8","4,045.5","3,962.7","204.93M","0.47%"
"2016年2月9日","3,947.8","3,903.9","4,008.1","3,902.7","237.24M","-0.32%"
"2016年2月8日","3,960.7","3,948.0","3,979.1","3,888.8","286.49M","-1.59%"
"2016年2月5日","4,024.5","4,150.4","4,152.7","4,008.4","265.25M","-3.44%"
"2016年2月4日","4,167.8","4,158.0","4,201.0","4,120.6","232.61M","-0.10%"
"2016年2月3日","4,172.0","4,213.7","4,218.1","4,099.2","254.44M","-0.50%"
"2016年2月2日","4,193.1","4,262.5","4,265.0","4,180.6","219.08M","-2.18%"
"2016年2月1日","4,286.6","4,254.4","4,301.6","4,238.2","186.12M","0.17%"
"2016年1月29日","4,279.2","4,186.4","4,279.2","4,184.3","329.47M","2.22%"
"2016年1月28日","4,186.1","4,197.2","4,197.5","4,116.5","245.91M","1.39%"
"2016年1月27日","4,128.9","4,214.9","4,226.1","4,111.9","214.92M","-2.48%"
"2016年1月26日","4,233.9","4,211.9","4,251.0","4,177.9","170.39M","0.89%"
"2016年1月25日","4,196.5","4,245.5","4,268.1","4,193.3","197.57M","-1.48%"
"2016年1月22日","4,259.8","4,226.4","4,260.5","4,209.2","193.50M","2.83%"
"2016年1月21日","4,142.6","4,146.4","4,200.4","4,099.3","219.83M","0.15%"
"2016年1月20日","4,136.3","4,078.2","4,178.6","3,992.9","295.46M","-0.26%"
"2016年1月19日","4,147.1","4,199.6","4,202.0","4,101.0","228.78M","0.22%"
"2016年1月18日","4,138.1","4,129.5","4,177.3","4,119.5","-","0.21%"
"2016年1月17日","4,129.6","4,127.9","4,138.4","4,107.5","-","-0.28%"
"2016年1月15日","4,141.1","4,123.9","4,184.7","4,085.8","336.94M","-3.09%"
"2016年1月14日","4,273.0","4,201.2","4,308.3","4,133.3","237.79M","2.15%"
"2016年1月13日","4,183.1","4,352.6","4,359.5","4,177.3","226.90M","-3.48%"
"2016年1月12日","4,333.7","4,322.8","4,353.2","4,273.0","174.99M","1.17%"
"2016年1月11日","4,283.5","4,301.0","4,311.1","4,217.6","195.48M","0.30%"
"2016年1月8日","4,270.8","4,336.1","4,362.5","4,264.8","211.24M","-0.81%"
"2016年1月7日","4,305.7","4,349.1","4,403.6","4,303.7","247.44M","-3.11%"
"2016年1月6日","4,444.0","4,409.8","4,467.5","4,409.5","187.88M","-0.90%"
"2016年1月5日","4,484.2","4,512.0","4,522.1","4,466.0","161.32M","-0.30%"
"2016年1月4日","4,497.9","4,485.1","4,497.9","4,439.1","221.70M","-2.08%"
"2015年12月31日","4,593.3","4,634.1","4,642.5","4,592.9","119.75M","-1.26%"
"2015年12月30日","4,652.0","4,687.2","4,688.7","4,651.7","77.90M","-0.83%"
"2015年12月29日","4,691.1","4,645.1","4,702.7","4,644.3","98.98M","1.51%"
"2015年12月28日","4,621.4","4,610.4","4,621.7","4,580.1","96.41M","-0.03%"
"2015年12月24日","4,622.8","4,626.3","4,635.6","4,620.8","56.28M","-0.04%"
"2015年12月23日","4,624.6","4,612.2","4,626.2","4,605.4","129.67M","0.77%"
"2015年12月22日","4,589.3","4,580.6","4,596.1","4,560.5","124.75M","0.63%"
"2015年12月21日","4,560.5","4,547.9","4,560.7","4,519.8","140.94M","1.01%"
"2015年12月18日","4,514.8","4,578.7","4,593.4","4,513.2","499.76M","-1.81%"
"2015年12月17日","4,598.1","4,680.6","4,681.1","4,597.6","170.27M","-1.42%"
"2015年12月16日","4,664.6","4,633.9","4,673.5","4,582.9","159.86M","1.46%"
"2015年12月15日","4,597.3","4,607.2","4,636.8","4,592.7","182.72M","0.59%"
"2015年12月14日","4,570.2","4,535.6","4,571.6","4,478.3","199.75M","0.72%"
"2015年12月11日","4,537.6","4,583.1","4,600.9","4,534.0","189.83M","-2.27%"
"2015年12月10日","4,643.0","4,627.8","4,674.0","4,620.0","143.53M","0.45%"
"2015年12月9日","4,622.1","4,674.8","4,698.3","4,595.0","178.84M","-1.55%"
"2015年12月8日","4,694.8","4,646.4","4,708.5","4,643.6","161.79M","0.02%"
"2015年12月7日","4,693.6","4,718.5","4,720.8","4,671.9","155.14M","-0.48%"
"2015年12月4日","4,716.1","4,621.5","4,722.4","4,612.1","185.34M","2.37%"
"2015年12月3日","4,606.8","4,704.2","4,705.8","4,579.9","201.09M","-1.70%"
"2015年12月2日","4,686.2","4,720.3","4,739.8","4,680.1","167.93M","-0.63%"
"2015年12月1日","4,716.2","4,685.7","4,716.2","4,682.4","161.56M","1.11%"
"2015年11月30日","4,664.5","4,692.6","4,695.1","4,654.5","237.17M","-0.34%"
"2015年11月27日","4,680.5","4,680.4","4,689.6","4,665.9","59.48M","-0.35%"
"2015年11月26日","4,696.9","4,679.5","4,702.9","4,678.5","-","0.51%"
"2015年11月25日","4,672.9","4,674.2","4,683.5","4,666.2","108.67M","0.07%"
"2015年11月24日","4,669.4","4,645.5","4,682.1","4,621.6","145.80M","-0.12%"
"2015年11月23日","4,674.8","4,690.0","4,706.6","4,655.6","136.01M","-0.25%"
"2015年11月20日","4,686.4","4,680.5","4,691.6","4,674.6","171.08M","0.67%"
"2015年11月19日","4,655.4","4,657.6","4,678.0","4,648.9","148.55M","0.04%"
"2015年11月18日","4,653.4","4,586.2","4,657.6","4,580.7","177.73M","1.92%"
"2015年11月17日","4,565.8","4,571.5","4,598.3","4,554.9","154.49M","0.01%"
"2015年11月16日","4,565.5","4,494.6","4,566.0","4,486.1","172.49M","1.41%"
"2015年11月13日","4,502.1","4,566.1","4,575.8","4,499.1","183.04M","-1.89%"
